salary,work_accident,satisfaction_level,time_spend_company,average_montly_hours,left
low,1,0.71,2,198,0
low,0,0.45,3,193,0
low,1,0.49,3,213,0
low,0,0.1,4,250,1
low,0,0.58,3,223,0
medium,0,0.45,3,129,1
low,0,0.8,3,159,0
low,0,0.43,3,129,1
low,0,0.26,5,195,0
low,0,0.8,3,258,0
medium,1,0.5,3,222,0
low,1,0.45,2,193,0
low,0,0.55,3,158,0
low,1,0.68,5,198,1
medium,0,0.92,3,203,0
medium,0,0.99,2,163,0
medium,0,0.88,4,243,0
medium,0,0.84,2,186,0
low,0,0.89,4,274,0
low,0,0.92,4,217,0
medium,0,0.63,2,169,0
medium,1,0.6,3,152,0
high,0,0.45,3,148,1
low,0,0.68,2,203,0
low,0,0.97,3,145,0
low,0,0.52,4,252,0
medium,0,0.8,2,177,0
low,0,0.41,3,130,1
low,0,0.58,3,206,0
low,0,0.55,3,231,0
low,0,1.0,3,144,0
low,0,0.74,3,255,0
low,0,0.91,2,234,0
low,0,0.43,2,108,0
low,0,0.83,5,258,1
medium,0,0.66,3,205,0
low,0,0.62,3,208,0
medium,1,0.67,2,245,0
low,0,0.76,2,111,0
low,1,0.85,3,137,0
medium,0,0.76,4,187,0
low,0,0.48,4,211,0
medium,0,0.81,2,162,0
medium,0,0.57,2,154,0
medium,0,0.8,2,238,0
low,0,0.54,3,265,0
low,0,0.99,4,236,0
low,0,0.14,5,179,0
low,0,0.91,4,255,0
medium,0,0.49,2,212,0
medium,1,0.62,4,165,0
medium,0,0.64,4,172,0
medium,0,0.78,4,271,0
medium,0,0.79,3,226,0
medium,0,0.45,3,275,0
low,0,0.37,3,159,1
medium,0,0.78,5,236,1
low,1,0.99,5,214,0
high,1,0.74,3,160,0
low,0,0.09,4,257,1
low,0,0.96,2,211,0
high,0,0.45,3,149,1
low,0,0.93,2,266,0
medium,0,0.24,4,142,0
high,0,0.5,2,226,0
low,0,0.36,3,151,0
low,1,0.78,3,221,0
medium,0,0.86,2,263,1
medium,1,0.82,5,195,0
medium,0,0.63,4,241,0
medium,0,0.91,4,208,0
medium,0,0.75,5,272,1
medium,0,0.73,3,249,0
medium,0,0.77,2,269,0
low,0,0.13,2,152,1
medium,0,0.85,4,165,0
high,0,0.78,2,252,0
low,0,0.93,3,158,0
low,0,0.75,5,228,1
medium,0,0.35,3,128,0
low,1,0.75,3,202,0
high,0,0.91,3,231,0
low,0,0.41,3,136,1
low,1,0.91,4,228,0
low,0,0.18,4,140,0
medium,1,0.56,3,236,0
medium,0,0.86,3,235,0
low,1,0.21,5,208,0
low,0,0.55,2,233,0
low,0,0.84,3,236,0
medium,0,0.62,3,170,0
low,0,0.11,4,256,1
medium,1,0.73,5,270,1
low,0,0.46,3,213,1
medium,0,0.52,3,145,0
medium,0,0.91,4,213,0
medium,1,0.44,4,268,0
medium,0,0.83,3,165,0
medium,0,0.85,3,231,0
low,1,0.65,3,266,0
high,0,0.21,6,276,0
low,0,0.9,4,256,0
low,0,0.19,4,280,0
medium,0,0.98,4,231,0
medium,0,0.72,3,219,0
low,0,0.76,2,217,0
medium,0,0.97,6,250,0
low,0,0.97,3,168,0
low,0,0.6,2,143,0
low,0,0.1,4,282,1
low,0,0.95,3,203,0
low,0,0.38,3,158,1
low,1,0.49,4,227,0
low,0,0.86,3,186,0
low,1,0.71,2,262,0
medium,0,0.62,3,128,0
medium,0,0.81,5,243,1
medium,0,0.7,2,183,0
low,0,0.7,3,205,0
low,0,0.91,3,152,0
medium,0,0.73,2,135,0
high,0,0.64,2,181,0
low,0,0.89,5,178,1
low,0,0.86,2,151,0
medium,0,0.81,10,270,0
low,1,0.55,3,194,0
low,0,0.88,3,266,0
medium,0,0.94,2,156,0
low,0,0.89,3,153,0
high,0,0.5,3,184,0
medium,0,0.44,3,128,1
low,0,0.19,4,272,0
medium,0,0.26,2,113,0
low,0,0.73,3,239,0
medium,0,0.74,3,193,0
low,0,0.98,3,202,0
medium,0,0.1,4,280,1
low,1,0.38,3,128,0
medium,0,0.12,6,218,0
low,0,0.93,2,141,0
medium,0,0.83,2,247,0
medium,1,0.57,2,219,1
medium,0,0.71,2,228,0
low,0,0.79,2,263,0
low,1,0.49,4,125,0
medium,1,0.45,3,155,1
low,1,0.96,3,169,0
high,0,0.31,6,229,0
low,0,0.84,3,195,0
low,0,0.79,2,178,0
medium,0,0.75,6,251,0
medium,0,0.66,3,242,0
medium,0,0.8,3,172,0
low,0,0.4,3,134,1
low,0,0.73,4,227,0
low,0,0.78,6,260,1
low,0,0.87,2,174,0
low,0,0.83,3,136,0
medium,0,0.37,3,127,1
medium,0,0.09,4,267,1
medium,0,0.83,4,187,0
high,0,0.93,2,202,0
medium,0,0.52,4,227,0
medium,0,0.44,2,248,0
low,0,0.41,3,151,1
medium,0,0.1,4,301,1
medium,0,0.54,3,178,0
low,0,0.65,3,160,0
medium,0,0.75,3,211,0
low,0,0.37,3,148,1
medium,0,0.95,7,240,0
low,1,0.28,3,167,0
low,1,0.95,3,213,0
low,0,0.4,3,127,1
low,1,0.85,3,223,0
low,0,0.86,4,157,0
low,1,0.81,4,166,0
medium,0,0.64,6,231,0
low,0,0.9,2,190,0
low,0,0.76,2,224,0
low,0,0.85,3,236,0
medium,0,0.69,4,281,0
medium,1,0.99,10,264,0
low,1,0.48,2,224,0
medium,0,0.29,6,105,0
low,0,0.43,3,213,0
medium,0,0.68,3,227,0
low,0,0.88,3,264,0
low,0,0.45,3,149,0
low,0,0.54,3,219,0
medium,0,0.81,2,230,0
medium,1,0.33,3,210,0
medium,0,0.59,2,159,0
medium,0,0.72,3,158,0
medium,0,0.4,3,144,1
low,0,0.6,2,221,0
low,0,0.7,3,159,0
medium,0,0.52,3,156,0
medium,0,0.63,3,239,0
low,0,0.77,5,243,1
low,0,0.61,3,146,0
high,1,0.62,10,144,0
low,0,0.56,2,135,0
low,0,0.53,3,232,0
low,0,0.4,3,135,1
medium,0,0.73,6,251,1
low,0,0.99,3,173,0
medium,0,0.72,2,231,0
medium,0,0.62,2,142,0
low,0,0.09,4,310,1
low,0,0.86,3,251,0
medium,0,0.74,3,244,0
low,0,0.8,2,175,0
low,0,0.85,3,182,0
high,0,0.76,4,156,0
low,0,0.96,4,182,0
low,0,0.38,2,276,0
low,0,0.29,4,183,0
medium,0,0.95,5,129,0
medium,1,1.0,2,229,0
medium,1,0.83,3,270,0
medium,0,0.48,4,113,0
medium,0,0.71,3,274,0
medium,0,0.11,4,247,1
medium,0,0.29,3,205,0
medium,0,0.88,3,246,0
low,0,0.14,5,215,0
low,0,0.39,3,155,1
high,1,0.49,2,148,0
medium,0,0.75,3,129,0
medium,0,0.6,2,221,0
low,1,0.33,6,261,0
low,0,0.68,5,258,0
high,0,0.61,2,257,0
low,0,0.58,4,223,0
low,1,0.29,6,248,0
low,0,0.61,2,250,0
medium,0,0.1,5,293,1
low,0,0.09,4,279,1
medium,0,0.57,3,161,0
high,0,0.56,8,106,0
low,0,0.46,3,145,1
medium,0,0.77,3,157,0
medium,0,0.78,2,158,0
low,0,0.11,4,278,1
medium,0,0.96,2,269,0
low,0,0.56,3,249,0
low,0,0.9,2,139,0
low,0,0.84,3,275,0
medium,0,0.48,6,152,0
low,0,0.09,4,309,1
low,0,0.82,3,156,0
low,1,0.63,4,160,0
low,0,0.9,5,271,1
medium,0,0.88,5,193,0
medium,0,0.96,4,234,0
medium,0,0.79,5,240,1
medium,1,0.68,3,162,0
low,0,0.91,4,169,0
low,0,0.43,3,128,1
low,0,0.31,5,169,0
high,0,0.93,3,272,0
low,0,0.24,3,262,0
medium,1,0.54,4,151,0
low,1,0.92,3,196,0
low,0,0.7,3,183,0
low,0,0.84,3,140,0
medium,0,0.81,3,165,0
low,0,0.85,6,207,0
low,0,0.69,4,214,0
low,0,0.46,3,171,0
low,0,0.42,3,146,1
low,1,0.64,6,156,0
medium,0,0.23,4,219,0
medium,0,0.75,3,209,0
medium,1,0.42,3,154,1
high,0,0.8,4,188,0
medium,0,0.73,2,244,0
high,0,0.93,7,283,0
medium,0,0.55,3,205,0
medium,0,0.54,2,158,0
low,0,0.09,4,267,1
low,0,0.24,5,106,0
medium,0,0.97,4,206,0
medium,0,0.36,3,140,1
medium,0,0.49,4,215,0
medium,0,0.43,3,157,1
low,0,0.91,4,264,0
low,0,0.73,2,184,0
medium,0,0.11,5,255,1
medium,1,0.86,3,166,0
low,0,0.94,4,191,0
low,0,0.72,2,245,0
medium,0,0.72,2,217,0
medium,0,0.72,3,245,0
medium,0,0.58,3,162,0
medium,1,0.68,3,182,0
medium,0,0.51,4,249,1
low,0,0.76,2,242,0
low,0,0.78,5,220,1
high,0,0.96,2,201,0
medium,0,0.94,4,150,0
low,0,0.89,3,164,0
low,0,0.95,3,182,0
medium,0,0.76,5,245,0
low,0,0.97,3,133,0
low,0,0.37,3,142,1
medium,0,0.92,2,171,0
medium,0,0.91,2,168,0
low,0,0.23,4,156,0
low,0,0.96,3,233,0
medium,0,0.82,2,185,0
low,0,0.83,3,199,0
high,0,0.71,3,182,0
low,1,0.41,4,152,0
low,0,0.1,4,254,1
medium,0,0.89,2,258,0
low,0,0.99,2,133,0
low,0,0.64,3,190,0
medium,0,0.62,3,148,0
high,0,0.23,5,214,0
medium,0,0.87,4,231,0
medium,0,0.54,3,240,0
low,0,0.89,2,223,0
low,1,0.92,6,151,0
low,0,0.32,3,132,0
low,0,0.69,3,252,0
low,0,0.85,3,256,0
medium,0,0.6,2,249,0
low,0,0.43,3,145,1
low,0,0.37,5,266,0
medium,1,0.8,3,187,0
high,0,0.44,3,136,0
low,0,0.89,3,141,0
high,1,0.97,2,199,0
medium,0,0.83,3,230,0
medium,0,0.56,3,265,0
medium,0,0.09,5,301,1
low,1,0.22,4,220,0
medium,0,0.92,3,135,0
low,0,0.55,5,267,0
low,1,0.8,2,183,0
low,0,0.1,4,282,1
medium,0,0.85,4,194,0
medium,0,0.49,8,190,0
low,1,0.66,4,155,0
low,0,0.11,4,262,1
medium,0,0.83,3,226,0
low,1,0.72,3,144,0
medium,1,0.7,2,207,0
low,0,0.62,4,227,1
low,0,0.14,5,275,0
low,0,0.72,3,219,0
low,0,0.67,6,102,0
high,0,0.22,4,262,0
low,0,0.96,3,272,0
medium,0,0.69,3,160,0
medium,0,0.65,3,259,0
low,0,0.73,5,204,0
low,0,0.18,4,169,0
high,0,0.9,3,242,0
medium,1,1.0,3,246,0
low,1,0.93,3,156,0
low,0,0.94,2,142,0
medium,0,1.0,3,274,0
low,0,0.56,3,243,0
high,0,0.55,2,248,0
low,0,0.26,4,182,0
low,0,0.68,3,203,0
low,1,0.62,5,253,0
medium,0,0.23,5,123,0
medium,0,0.95,2,139,0
low,0,0.85,3,202,0
low,0,0.97,3,167,0
low,0,0.79,3,192,0
low,1,0.99,2,119,0
low,0,0.77,3,136,0
high,0,0.14,6,260,0
low,0,0.13,4,203,0
low,0,0.82,3,185,0
medium,0,0.58,3,107,0
low,0,0.64,2,201,0
low,0,0.7,3,159,0
low,0,0.6,4,146,0
low,0,0.88,4,195,0
medium,0,0.81,2,203,0
medium,0,0.63,3,246,0
medium,0,0.96,2,230,0
medium,0,0.61,7,232,0
low,0,0.57,4,241,0
low,0,0.75,4,196,0
high,0,0.85,2,233,0
low,0,0.35,2,186,0
high,0,0.65,2,233,0
low,0,0.54,2,257,0
low,0,0.4,3,113,0
high,0,0.58,10,154,0
medium,0,0.67,5,152,0
medium,0,0.82,3,174,0
medium,0,0.7,3,204,0
low,1,0.62,8,158,0
low,0,0.6,3,174,0
medium,0,0.61,4,142,0
low,0,0.72,3,264,0
medium,0,0.44,3,156,1
medium,0,0.43,3,152,1
low,0,0.68,3,251,0
high,0,0.78,3,158,0
low,0,0.87,3,237,0
low,0,0.3,3,232,0
medium,0,0.73,3,171,0
low,0,0.44,3,128,1
high,0,0.64,3,216,0
low,0,0.79,5,271,1
low,0,0.97,2,198,0
medium,0,0.53,3,173,0
low,1,0.66,3,196,0
medium,0,0.49,3,227,0
medium,0,0.78,3,143,0
medium,0,0.43,3,190,0
low,0,0.77,4,225,0
low,0,0.91,3,260,0
medium,0,0.73,3,241,0
medium,1,0.98,2,265,0
medium,0,0.9,2,162,0
medium,0,0.5,3,258,0
medium,0,0.9,6,236,0
low,0,0.98,2,157,0
medium,0,0.43,2,248,1
low,0,0.91,4,260,0
medium,0,0.59,2,196,0
medium,0,0.67,7,207,0
low,1,0.76,3,204,0
medium,0,0.24,4,190,0
low,0,0.84,2,246,0
medium,0,0.9,2,185,0
medium,0,0.93,3,189,0
low,1,0.5,3,184,0
medium,0,0.64,2,214,0
low,0,0.77,6,249,1
low,0,0.64,3,250,0
medium,0,0.53,3,158,0
medium,0,0.09,4,297,1
low,0,0.42,3,270,0
medium,0,0.44,3,128,1
medium,1,0.84,3,208,0
medium,0,0.73,3,160,0
medium,1,0.74,4,257,0
low,0,0.38,3,147,1
high,0,0.37,2,188,0
low,0,0.87,3,187,0
low,0,0.89,3,170,0
medium,0,0.76,6,220,1
medium,0,0.97,2,152,0
low,1,0.23,4,176,0
medium,0,0.17,3,116,0
medium,0,0.64,3,211,0
low,0,0.54,4,267,0
low,0,0.55,2,211,0
medium,0,0.89,4,194,0
low,0,0.71,3,267,0
medium,0,0.71,4,192,0
low,0,0.57,2,173,0
low,0,0.42,3,148,1
medium,0,0.9,5,269,1
medium,1,0.77,3,216,0
low,0,0.91,6,272,0
high,0,0.86,3,167,0
low,0,0.8,3,246,0
medium,0,0.82,3,275,0
medium,1,0.31,7,104,0
low,0,0.12,4,287,0
high,0,0.68,4,165,0
low,0,0.95,2,203,0
low,0,0.59,3,141,0
medium,0,0.46,4,212,1
low,0,0.47,4,97,0
low,0,0.68,2,167,0
high,0,0.52,3,179,0
low,0,0.66,3,157,0
medium,0,0.81,2,159,0
medium,0,0.51,2,234,0
medium,0,0.62,2,271,0
high,0,0.84,2,184,0
low,0,0.74,2,160,0
medium,0,0.75,3,134,1
low,1,0.97,3,268,0
medium,1,0.49,3,247,0
low,0,0.92,2,220,0
low,0,0.68,3,148,0
low,0,0.67,3,157,0
high,1,0.68,3,173,0
medium,0,0.83,3,246,0
high,0,0.71,3,145,0
medium,0,0.2,5,281,1
high,0,0.8,3,164,0
low,0,0.61,2,238,0
medium,0,0.83,4,232,0
low,0,0.85,3,139,0
low,0,0.85,3,182,0
low,0,0.5,2,170,0
medium,0,0.46,3,147,1
medium,0,0.23,4,247,0
low,0,0.87,4,152,0
medium,0,0.52,2,233,0
medium,1,0.51,3,168,0
medium,0,0.78,2,260,0
medium,0,0.75,2,250,0
low,0,0.37,3,149,1
medium,0,0.27,6,97,0
low,0,0.75,4,175,0
low,0,0.37,3,138,1
medium,0,0.42,3,150,1
medium,0,0.6,6,247,0
low,0,0.9,7,255,0
medium,0,0.71,3,207,0
low,0,0.61,2,201,0
medium,0,0.27,7,173,0
medium,0,0.56,3,115,0
low,0,0.96,4,176,0
medium,0,0.17,3,224,0
medium,0,0.71,2,175,0
medium,0,0.67,3,157,0
medium,0,0.13,3,247,0
low,0,0.61,4,250,0
medium,0,0.44,2,197,0
medium,0,0.9,3,233,0
medium,0,0.66,2,234,0
medium,1,0.74,2,206,0
low,0,0.93,3,253,0
low,1,0.49,3,229,0
medium,1,0.58,3,113,0
medium,0,0.19,5,173,0
low,1,0.51,2,225,0
low,0,0.79,4,294,1
medium,0,0.25,4,160,0
medium,0,0.67,3,193,0
medium,0,0.73,3,166,0
medium,0,0.4,3,156,1
medium,0,0.39,3,132,1
medium,0,0.82,5,248,1
medium,0,0.6,2,239,0
medium,0,0.94,3,183,0
medium,0,0.57,3,202,0
low,0,0.77,3,142,0
low,0,0.54,2,209,0
low,0,0.86,2,171,0
low,1,0.45,4,212,1
low,1,0.63,8,209,0
medium,1,0.65,3,266,0
low,0,0.87,3,170,0
medium,0,0.66,3,235,0
medium,0,0.77,3,175,0
low,0,0.77,3,272,0
medium,0,0.91,2,270,0
medium,0,0.86,2,137,0
low,0,0.11,4,302,1
medium,0,0.76,3,254,0
low,0,0.56,3,141,0
high,0,0.93,3,140,0
low,0,0.94,3,261,0
medium,0,0.96,3,152,0
medium,0,0.62,10,204,0
medium,0,0.39,3,131,1
low,0,0.84,3,168,0
low,0,0.28,6,97,0
low,0,0.59,2,169,0
low,0,0.84,2,178,0
low,0,0.37,3,129,1
medium,1,0.64,3,149,0
medium,0,0.59,2,197,0
medium,0,0.15,4,150,0
low,0,0.64,2,181,0
high,0,0.96,3,244,0
medium,0,0.93,3,167,0
medium,0,0.78,2,148,0
medium,0,0.37,3,151,1
medium,0,0.45,3,142,1
medium,0,0.21,5,277,0
low,0,0.6,4,272,0
low,0,0.82,2,199,0
low,0,0.55,4,241,0
low,0,0.79,3,200,0
low,0,0.25,5,166,0
high,0,0.33,10,172,0
medium,1,0.57,5,149,0
medium,0,0.48,3,113,0
low,0,0.43,3,158,1
low,0,0.13,5,165,0
medium,0,0.48,3,252,0
medium,0,0.64,2,201,0
high,0,0.5,2,106,0
low,0,0.9,5,259,1
medium,0,0.52,2,243,0
medium,0,0.44,3,137,1
medium,0,0.61,2,193,0
high,0,0.7,2,187,0
low,0,0.11,4,244,1
medium,0,0.73,3,146,0
low,0,0.6,2,229,0
medium,0,0.89,5,237,1
medium,0,0.98,2,152,0
medium,0,0.44,3,135,1
medium,0,0.57,2,158,0
low,0,0.91,2,162,0
low,0,0.99,2,190,0
high,0,0.11,4,288,1
medium,0,0.23,3,100,0
medium,0,0.49,3,200,0
low,0,0.89,2,167,0
low,1,0.98,2,134,0
low,1,0.66,4,273,0
medium,0,0.53,3,148,0
medium,0,0.76,2,217,0
medium,0,0.23,2,233,0
medium,0,0.16,4,100,0
medium,0,0.59,3,149,0
low,0,0.1,4,245,1
high,0,0.62,2,106,0
high,0,0.87,3,176,0
low,0,0.76,3,243,0
low,1,0.59,3,155,0
low,1,0.96,3,175,0
high,1,0.16,6,218,0
low,0,0.52,3,134,0
low,0,0.63,3,155,0
high,0,0.75,3,195,0
medium,1,0.37,3,131,1
low,0,0.41,3,135,1
medium,0,0.94,2,234,0
high,1,0.36,3,135,0
low,0,0.45,2,184,0
medium,1,0.11,4,244,1
medium,0,0.52,3,103,0
medium,0,0.85,2,159,0
medium,0,0.84,5,155,0
low,1,0.89,5,228,1
medium,1,0.81,3,201,0
low,0,0.83,3,269,0
medium,1,0.66,5,155,0
low,0,0.18,5,285,0
high,1,0.53,3,181,0
medium,0,0.86,3,160,0
medium,0,0.43,3,126,1
medium,0,0.52,2,258,0
low,0,0.89,6,242,1
medium,0,0.62,3,257,0
low,0,0.11,4,253,1
low,0,0.77,3,184,0
low,0,0.73,3,177,0
high,1,0.93,3,223,0
medium,0,0.83,3,198,0
low,0,0.79,2,195,0
low,0,0.74,3,213,0
medium,1,0.67,4,221,0
low,0,0.1,4,248,1
medium,0,0.53,3,158,0
medium,0,0.59,4,263,1
medium,0,0.41,6,191,0
low,0,0.11,4,280,1
low,0,0.72,4,181,0
medium,0,0.58,4,192,0
low,0,0.88,4,193,0
low,0,0.59,3,226,0
medium,1,0.66,3,198,0
high,0,0.09,4,289,1
medium,0,0.12,4,278,1
medium,0,0.7,5,214,0
medium,0,0.86,5,254,1
low,0,0.57,3,268,0
low,0,0.6,2,164,0
medium,0,0.95,3,199,0
low,0,0.38,4,137,1
low,1,0.87,3,219,0
medium,0,0.91,3,192,0
high,0,0.3,2,104,0
low,0,0.66,2,263,0
low,0,0.95,3,139,0
low,0,0.85,3,201,0
low,0,0.44,3,141,1
low,0,0.11,4,245,1
low,1,0.68,3,243,0
low,0,0.74,3,267,0
high,0,0.74,3,180,0
medium,0,0.62,2,230,0
low,0,0.83,5,245,1
medium,0,0.72,3,193,0
medium,1,0.95,2,155,0
low,1,0.53,3,254,0
high,1,0.63,3,182,0
high,1,0.56,2,209,0
low,1,0.67,2,141,0
medium,0,0.31,5,177,0
low,0,0.15,4,284,0
medium,0,0.3,2,198,0
low,1,0.98,2,254,0
low,0,0.9,3,274,0
medium,0,0.64,2,238,0
low,0,0.4,3,130,1
high,0,0.72,3,184,0
low,0,0.51,2,171,0
medium,0,0.91,4,169,0
medium,0,0.58,2,190,0
medium,0,0.36,3,160,0
low,1,0.46,2,172,0
low,0,0.79,3,167,0
medium,1,0.84,3,270,0
medium,0,0.84,3,184,0
medium,0,0.85,3,195,0
medium,0,0.21,4,249,0
low,1,0.1,4,289,1
medium,1,0.83,3,242,0
medium,0,0.17,5,176,0
low,0,0.65,4,229,0
low,0,0.56,3,148,0
medium,0,0.69,3,200,0
high,1,0.97,4,187,0
low,1,0.8,5,255,0
medium,1,0.95,2,236,0
low,0,0.7,4,185,0
low,1,0.78,4,255,0
medium,1,0.64,2,271,0
medium,1,0.84,5,131,0
medium,0,0.74,6,232,1
medium,0,0.98,3,248,0
low,1,0.63,4,188,0
medium,0,1.0,4,240,0
low,0,0.69,3,210,0
medium,0,0.54,3,190,0
medium,0,0.1,4,283,1
medium,0,0.94,2,262,0
low,0,0.45,3,158,1
low,1,0.56,2,193,0
low,0,0.98,4,204,0
low,0,0.6,2,103,0
medium,0,0.49,2,161,0
medium,1,1.0,3,227,0
low,0,0.72,2,133,0
high,0,0.76,2,136,0
high,0,0.77,10,201,0
low,0,0.53,4,219,0
medium,0,0.85,3,142,0
medium,0,0.62,6,270,0
low,0,0.62,3,267,0
low,0,0.1,4,309,1
medium,0,0.98,3,179,0
low,0,0.76,2,254,0
low,0,0.1,4,288,1
low,0,0.94,3,219,0
low,1,0.59,2,214,0
medium,0,0.79,3,203,0
low,0,0.62,3,149,0
low,1,0.94,3,237,0
low,0,0.67,6,256,0
low,0,0.6,3,209,0
medium,1,0.96,2,141,0
medium,1,0.64,3,213,0
medium,0,0.57,5,158,1
medium,0,0.1,4,292,1
medium,0,0.69,3,264,0
low,0,0.7,3,194,0
medium,0,0.8,3,245,0
low,0,0.74,2,160,0
medium,0,0.82,8,263,0
medium,0,0.48,2,222,0
low,0,0.89,2,272,0
low,0,0.77,5,101,0
low,0,0.39,5,179,0
medium,0,0.74,3,131,0
medium,0,0.95,3,174,0
medium,0,0.85,6,229,0
low,0,0.76,3,216,0
medium,0,0.49,3,140,0
medium,0,0.95,3,165,0
medium,0,0.17,2,189,0
medium,0,0.09,4,288,1
low,0,0.71,4,242,0
low,0,0.49,2,214,0
medium,0,0.4,3,135,1
medium,0,0.23,5,277,0
low,0,0.57,2,154,0
low,0,0.8,3,136,0
low,0,0.62,2,228,0
low,0,0.54,3,183,0
low,0,0.79,5,234,1
medium,0,0.51,3,133,0
low,0,0.49,3,185,0
medium,0,0.36,3,147,1
medium,0,0.57,5,188,0
low,0,0.18,5,240,0
medium,0,0.45,3,136,1
medium,0,0.2,5,217,0
low,0,0.7,3,152,0
low,0,0.41,4,190,0
low,0,0.89,3,203,0
medium,0,0.65,2,277,0
medium,0,0.6,4,238,0
medium,1,0.76,3,172,0
medium,0,0.85,2,235,0
low,0,0.61,3,247,0
low,0,0.32,3,205,0
medium,0,0.97,2,238,0
low,1,0.27,5,205,0
low,1,0.96,3,152,0
low,0,0.64,3,254,0
low,0,0.7,5,176,0
high,0,0.52,3,243,0
low,0,0.89,5,242,1
low,1,0.39,6,205,0
medium,0,0.95,3,134,0
medium,0,0.18,4,282,0
low,0,0.37,3,138,1
medium,0,0.96,7,253,0
low,0,0.78,3,174,0
medium,0,0.91,6,245,1
low,0,0.35,3,103,0
low,0,0.49,3,246,0
low,0,0.99,4,174,0
high,0,0.9,5,114,0
low,0,0.81,3,212,0
low,0,0.57,4,256,0
low,0,0.76,3,188,0
medium,1,0.56,3,208,0
low,1,0.89,2,251,0
medium,0,0.67,2,175,0
medium,1,0.42,3,141,1
low,1,0.65,2,189,0
medium,0,0.75,3,192,0
low,0,0.76,3,281,0
medium,0,0.89,3,159,0
medium,0,0.43,3,160,1
low,0,0.4,3,147,1
low,0,0.92,3,168,0
low,0,0.54,3,149,0
low,0,0.51,2,186,0
medium,0,0.99,2,221,0
low,0,0.82,2,202,0
low,0,0.49,3,202,0
low,0,0.72,4,186,0
low,1,0.93,3,134,0
low,1,0.23,4,110,0
high,0,0.86,4,245,0
low,1,0.69,2,137,0
medium,0,0.66,3,268,0
medium,0,0.13,6,234,0
low,0,0.57,7,226,0
high,0,0.94,4,233,0
medium,0,0.73,2,156,0
medium,0,0.74,3,219,0
medium,1,0.51,2,198,0
medium,0,0.42,3,131,1
medium,0,0.49,3,184,0
medium,1,0.53,3,212,0
low,0,0.85,2,251,0
medium,0,0.81,3,262,0
low,0,0.93,3,110,0
medium,0,0.78,2,224,0
medium,0,0.18,4,202,0
low,0,0.11,4,264,1
high,1,0.64,3,175,0
low,1,0.64,2,274,0
low,0,0.27,4,239,0
medium,0,0.73,3,133,0
medium,0,0.24,6,179,0
medium,0,0.55,6,134,0
medium,0,0.82,3,160,0
low,0,0.8,2,168,0
low,1,0.11,4,299,1
medium,0,0.54,2,217,0
medium,0,0.7,3,136,0
high,0,0.43,5,169,0
high,0,0.15,4,251,0
medium,0,0.36,3,153,1
low,0,0.96,2,265,0
low,0,0.89,4,246,0
low,0,0.92,7,104,0
high,0,0.96,3,211,0
high,0,0.66,7,223,0
medium,0,0.82,3,270,0
medium,0,0.72,4,202,0
medium,0,0.95,3,229,0
high,0,0.32,3,143,0
low,0,0.92,3,253,0
high,1,0.88,3,263,0
low,0,0.39,3,154,1
low,0,0.84,2,219,0
medium,0,0.43,3,153,1
low,0,0.8,4,225,0
low,0,0.97,2,153,0
medium,0,0.89,2,274,0
high,0,0.6,3,161,0
medium,0,0.67,4,160,0
medium,0,0.49,2,140,0
medium,0,0.09,4,254,1
low,0,0.96,4,177,0
medium,0,0.87,2,149,0
low,0,0.94,2,187,0
medium,0,0.47,4,111,0
high,1,0.82,5,227,0
low,0,0.55,2,164,0
high,0,0.1,4,306,1
low,0,0.83,3,155,0
medium,0,0.42,3,173,0
low,0,0.97,2,204,0
medium,0,0.59,2,271,0
low,0,0.99,4,228,0
medium,0,0.66,4,200,0
low,0,0.54,2,168,0
medium,0,0.85,3,182,0
medium,1,0.72,3,147,0
low,0,0.73,3,215,0
low,1,0.71,3,134,0
medium,1,0.29,2,256,0
medium,0,0.76,3,136,0
high,0,0.54,2,185,0
low,0,0.54,2,173,0
medium,0,0.75,3,162,0
low,0,0.64,3,239,0
medium,0,0.89,2,205,0
medium,0,1.0,4,245,0
medium,0,0.09,4,270,1
high,0,0.93,3,135,0
medium,0,0.74,2,231,0
medium,1,0.72,2,223,0
low,1,0.58,3,110,0
low,0,0.85,4,226,0
low,0,0.66,4,204,0
low,0,0.84,3,150,0
medium,0,1.0,3,185,0
low,0,0.8,5,260,1
low,0,0.75,5,229,1
low,0,0.64,3,266,0
low,0,0.25,4,217,0
medium,0,0.81,3,258,0
medium,0,0.8,3,224,0
high,1,0.95,2,266,0
low,0,0.66,3,256,0
medium,0,0.95,5,233,0
low,0,0.92,5,241,1
medium,0,0.72,3,149,0
medium,0,0.49,3,192,0
medium,0,0.9,2,225,0
low,0,0.78,4,183,0
low,0,0.91,3,172,0
medium,0,0.15,2,199,0
low,0,0.94,3,137,0
low,0,0.87,3,174,0
medium,0,0.88,2,201,0
low,0,0.58,2,185,0
medium,0,0.96,3,284,0
low,0,0.59,2,194,0
medium,0,0.77,4,167,0
medium,0,0.72,3,251,0
high,0,0.98,10,153,0
medium,0,0.1,4,281,1
low,1,0.84,3,237,0
medium,0,0.85,3,257,0
medium,0,0.49,2,206,0
low,0,0.84,4,117,0
low,0,0.4,3,148,1
low,0,0.85,3,218,0
low,1,0.53,5,155,0
low,1,0.8,3,229,0
medium,0,0.56,3,237,0
medium,1,0.62,3,137,0
low,0,0.9,3,136,0
medium,0,0.41,3,263,0
